emp_no,first_name,last_name,birth_date,from_date,to_date
89922,Alexius,Ibel,1/26/1965,4/24/1988,1/1/9999
89941,Arnould,Weedman,1/23/1965,7/28/1989,1/1/9999
90077,Vivian,Guerreiro,1/24/1965,7/8/1991,1/1/9999
90084,Renny,Bale,1/1/1965,11/22/1989,1/1/9999
90211,Bader,Denis,1/15/1965,10/6/1997,1/1/9999
90292,Koichi,Assaf,1/9/1965,5/26/1990,1/1/9999
90518,Fumiko,Chepyzhov,1/24/1965,1/28/1988,1/1/9999
90614,Yonghoan,Trogemann,1/29/1965,9/23/1988,1/1/9999
90692,Rajmohan,DasSarma,1/3/1965,9/14/1985,1/1/9999
91172,Kazuhisa,Melter,1/19/1965,7/16/1987,1/1/9999
91182,Lucien,Schwartzburd,1/4/1965,8/25/1988,1/1/9999
91229,Yahiko,Hebden,1/1/1965,10/3/1996,1/1/9999
91256,Gunilla,Milicic,1/13/1965,1/9/1998,1/1/9999
91333,Lobel,Stafford,1/27/1965,11/29/1998,1/1/9999
91415,Jamaludin,Nilsson,1/4/1965,1/15/1987,1/1/9999
91648,Dmitry,Msuda,1/29/1965,10/22/1988,1/1/9999
92438,Aria,Kilgore,1/4/1965,4/11/1992,1/1/9999
92454,Visit,McFarlan,1/24/1965,10/22/1987,1/1/9999
92577,Zhanqiu,Farrow,1/6/1965,1/10/1999,1/1/9999
92598,Ranga,Merro,1/18/1965,5/11/1996,1/1/9999
92685,Mang,Atchley,1/26/1965,6/7/1995,1/1/9999
92841,Claude,Candan,1/22/1965,8/4/1993,1/1/9999
92846,Anyuan,Kropatsch,1/11/1965,9/5/1986,1/1/9999
92920,Huei,Hutter,1/20/1965,1/28/1993,1/1/9999
93040,Jaques,Kabayashi,1/19/1965,3/13/1992,1/1/9999
93220,Richara,Walston,1/11/1965,8/27/1996,1/1/9999
93278,Magdalena,Penn,2/1/1965,1/4/1997,1/1/9999
93549,Arie,Coullard,2/1/1965,3/28/2000,1/1/9999
93600,Kristina,Neimat,1/13/1965,4/18/1988,1/1/9999
94331,Ramzi,Cronau,1/26/1965,9/3/1999,1/1/9999
94416,Aran,Cesareni,1/1/1965,11/20/2001,1/1/9999
94761,Hitofumi,Zaccaria,1/27/1965,11/22/1988,1/1/9999
94944,Heping,Matheson,1/13/1965,6/24/1988,1/1/9999
95181,Yishai,Cappelli,1/28/1965,1/30/1997,1/1/9999
95286,Kristin,Guerreiro,1/18/1965,8/23/1989,1/1/9999
95314,Rasiah,Koblick,1/22/1965,8/21/1991,1/1/9999
95406,Alair,Lyonns,1/8/1965,7/12/1997,1/1/9999
95416,Gianluca,Ramaiah,1/13/1965,11/29/1993,1/1/9999
95509,Kristinn,Loncour,1/11/1965,2/8/1995,1/1/9999
95920,Nobuyoshi,Hegner,1/19/1965,9/7/1994,1/1/9999
96571,Kokou,Garrabrants,1/13/1965,11/5/1997,1/1/9999
96579,Mohan,Tasistro,1/18/1965,2/10/1996,1/1/9999
96767,Arumugam,Vecchio,1/7/1965,8/14/1985,1/1/9999
97018,Jeanna,Chinen,1/9/1965,1/1/1989,1/1/9999
97623,Haldon,Janetzko,1/25/1965,9/11/1990,1/1/9999
97661,Avishai,Hegner,1/31/1965,5/8/1993,1/1/9999
98288,Sumali,Huttel,1/12/1965,9/12/1989,1/1/9999
98306,Ziya,Kadhim,1/16/1965,6/24/1999,1/1/9999
98639,Florina,Assaf,1/29/1965,5/18/1996,1/1/9999
99057,Shugo,Reeken,1/30/1965,6/21/1999,1/1/9999
99373,Xiaobin,Christianini,1/13/1965,12/25/1985,1/1/9999
99377,Carrsten,Francisci,1/18/1965,6/16/1991,1/1/9999
99590,Dhritiman,Anily,1/24/1965,12/16/1998,1/1/9999
99654,Mahendra,Motley,1/30/1965,9/28/1985,1/1/9999
100865,Hisao,Peral,1/19/1965,10/3/1990,1/1/9999
100916,Heejo,Aamodt,1/18/1965,4/22/1992,1/1/9999
101487,Abdelaziz,Sury,1/14/1965,1/31/1991,1/1/9999
101647,Mori,Homond,1/22/1965,5/10/1994,1/1/9999
101902,Mantis,Millington,1/14/1965,3/18/1991,1/1/9999
102620,Adin,Templeman,1/3/1965,8/12/1999,1/1/9999
103196,Djenana,Albarhamtoshy,1/16/1965,7/16/1988,1/1/9999
103310,Visit,Swen,1/7/1965,10/2/1995,1/1/9999
103316,Susanne,Peternell,1/3/1965,7/27/1994,1/1/9999
103342,Beshir,Hellwagner,1/3/1965,2/3/1998,1/1/9999
103756,Heping,Halloran,1/31/1965,4/8/1992,1/1/9999
104133,Pranjal,Zyda,1/31/1965,7/3/1991,1/1/9999
104845,Werner,Lodder,1/29/1965,6/17/1992,1/1/9999
104988,Parviz,Litzler,1/7/1965,8/8/1992,1/1/9999
105342,Kwun,Reeker,1/1/1965,7/29/1999,1/1/9999
105356,Diederik,Matzov,1/29/1965,3/8/1995,1/1/9999
105432,Mohamadou,Stafford,1/8/1965,9/12/1995,1/1/9999
105520,Haldun,Lienhardt,1/1/1965,1/29/1987,1/1/9999
105731,Sachem,Cromarty,1/15/1965,8/20/1990,1/1/9999
106096,Naftali,Schurmann,1/14/1965,12/2/1992,1/1/9999
106242,Nevio,Thisen,2/1/1965,3/25/1988,1/1/9999
106695,Lijie,Garrabrants,1/31/1965,10/26/1988,1/1/9999
106710,Babette,Anandan,1/31/1965,11/22/1986,1/1/9999
107486,Siamak,Luiz,1/23/1965,2/11/1987,1/1/9999
107737,Fabrizio,Chleq,1/23/1965,7/31/1999,1/1/9999
107792,Shahab,Crooks,1/13/1965,3/18/1992,1/1/9999
107828,Ramya,Walston,1/26/1965,2/3/1989,1/1/9999
108091,Hisao,Ghemri,1/9/1965,11/14/1985,1/1/9999
108198,Randi,Samarati,1/24/1965,10/20/1992,1/1/9999
108316,Shai,Stellhorn,1/2/1965,5/21/1992,1/1/9999
108988,Oksana,Baek,1/19/1965,7/20/1989,1/1/9999
109062,Jamaludin,Kandlur,2/1/1965,6/19/1992,1/1/9999
109211,Gor,Delgrande,1/11/1965,6/18/2002,1/1/9999
109252,Moty,Winter,1/15/1965,4/28/1991,1/1/9999
109278,Bangqing,Schach,1/21/1965,3/22/1988,1/1/9999
109552,Menkae,Etalle,1/31/1965,5/21/1997,1/1/9999
109598,Stamatina,Auyong,2/1/1965,7/5/1988,1/1/9999
109620,Mani,Cannata,1/2/1965,6/21/1989,1/1/9999
109703,Arco,Walston,1/17/1965,8/16/1999,1/1/9999
109741,Hatem,Fadgyas,1/11/1965,11/13/1991,1/1/9999
109953,Godehard,Chorvat,1/26/1965,4/10/1988,1/1/9999
200267,Chuanti,Luff,1/8/1965,9/21/1994,1/1/9999
200312,Akemi,Fujisaki,1/27/1965,11/13/2001,1/1/9999
200363,Kirk,Quaggetto,1/10/1965,6/30/1987,1/1/9999
200735,Dinah,Denos,1/9/1965,9/21/1992,1/1/9999
200789,Susumu,Camurati,1/14/1965,12/15/1991,1/1/9999
201229,Alejandra,Khasidashvili,1/3/1965,7/30/1994,1/1/9999
201708,Anneli,Perl,1/15/1965,9/8/1992,1/1/9999
201709,Fan,Kakkad,1/1/1965,2/25/1988,1/1/9999
201739,Genta,Terekhov,1/16/1965,7/21/1998,1/1/9999
201801,Waiman,Genin,1/12/1965,10/30/1988,1/1/9999
201915,Sudharsan,DeMori,1/2/1965,3/30/1992,1/1/9999
202291,Ortrun,Schmiedel,1/16/1965,7/18/1997,1/1/9999
202403,Gully,Perko,1/9/1965,7/7/1999,1/1/9999
202414,Zvonko,Murthy,1/13/1965,1/7/1992,1/1/9999
202552,Morris,Saoudi,1/5/1965,11/22/1991,1/1/9999
202826,Kerhong,Matzke,1/19/1965,11/14/1986,1/1/9999
202882,Isaac,Koshino,1/25/1965,9/28/1995,1/1/9999
202950,Giordano,Pietrzykowski,1/17/1965,3/26/1987,1/1/9999
203474,Hugh,Jonsson,1/3/1965,7/6/1991,1/1/9999
203495,Zongyan,Gips,1/2/1965,5/31/1997,1/1/9999
203599,Ewing,DiGiano,1/21/1965,2/1/2000,1/1/9999
203720,Sasan,Thimonier,1/30/1965,8/21/1996,1/1/9999
203946,Yefim,Marwedel,1/23/1965,3/30/1993,1/1/9999
204117,Jessie,Nooteboom,1/10/1965,12/13/2000,1/1/9999
204133,Susuma,Bergere,1/22/1965,2/25/1996,1/1/9999
204246,Arve,Worfolk,1/9/1965,4/1/1985,1/1/9999
204425,Gretta,Huttel,1/3/1965,10/8/1990,1/1/9999
204470,Hein,Lichtner,1/22/1965,5/2/1998,1/1/9999
204471,Franziska,Maginnis,1/27/1965,2/17/1986,1/1/9999
204764,Susanne,Mandelberg,1/22/1965,11/2/1990,1/1/9999
205018,Yahiko,Awdeh,1/26/1965,8/5/1998,1/1/9999
205085,Moni,Kornyak,1/23/1965,9/26/1991,1/1/9999
205174,Leszek,Spinelli,1/5/1965,12/10/1998,1/1/9999
205500,Mary,Setiz,1/4/1965,1/13/1989,1/1/9999
205627,Stabislas,Broder,1/21/1965,7/16/1996,1/1/9999
205660,Kien,Barreiro,1/27/1965,10/24/2000,1/1/9999
205699,Youjian,Yetto,1/31/1965,12/7/1994,1/1/9999
205789,Limsoon,Skafidas,1/31/1965,8/10/1999,1/1/9999
205863,Aiichiro,Kusalik,1/6/1965,10/4/1990,1/1/9999
206748,Yucai,Fabrizio,1/7/1965,10/6/1999,1/1/9999
206836,Guadalupe,Pfau,1/12/1965,3/22/1993,1/1/9999
206966,Tzu,Sichman,1/21/1965,11/17/1987,1/1/9999
207021,Jacqueline,Akaboshi,1/20/1965,12/6/1997,1/1/9999
207068,Zhiguo,Ariola,1/13/1965,9/7/1994,1/1/9999
207204,Kellie,Schrooten,1/25/1965,1/17/1991,1/1/9999
207401,Shuji,Barbanera,1/4/1965,8/10/1987,1/1/9999
207551,Baziley,Falck,1/15/1965,2/18/1995,1/1/9999
207779,Chinya,Kamble,1/16/1965,5/31/1992,1/1/9999
207980,Remko,Vieth,1/7/1965,11/22/1990,1/1/9999
208147,Manu,Rothenberg,1/9/1965,12/6/1988,1/1/9999
208330,Shen,Flanders,1/11/1965,7/3/1989,1/1/9999
208639,Larisa,Lukaszewicz,1/27/1965,10/30/1996,1/1/9999
208653,Phillip,Schade,1/23/1965,3/3/1989,1/1/9999
208784,Pranjal,Juneja,1/30/1965,3/21/1985,1/1/9999
209101,Xinyu,Edelhoff,1/5/1965,10/26/1997,1/1/9999
209443,Krassimir,Garnier,1/19/1965,1/26/1998,1/1/9999
209565,Dante,Covnot,1/9/1965,5/28/1989,1/1/9999
209712,Nimmagadda,Baak,1/17/1965,10/30/1987,1/1/9999
210017,Shalesh,Lovengreen,1/28/1965,9/29/1990,1/1/9999
210292,Lihong,Zeilberger,1/18/1965,4/28/1996,1/1/9999
210449,Gino,Lagarias,1/19/1965,6/22/1997,1/1/9999
210752,Saniya,Stenning,1/25/1965,12/10/1986,1/1/9999
210786,Werner,Ranze,1/31/1965,6/5/1998,1/1/9999
211858,Domenico,Ratnaker,1/8/1965,3/24/1985,1/1/9999
211879,Gao,Ranze,1/12/1965,11/24/1994,1/1/9999
211967,Anwar,Bain,1/7/1965,1/22/1989,1/1/9999
212093,Leni,Henders,1/11/1965,11/19/1993,1/1/9999
212154,Sailaja,Holburn,1/17/1965,3/4/1991,1/1/9999
212361,Claudi,Stanfel,1/16/1965,1/7/1996,1/1/9999
213016,Yongmao,Fontan,1/22/1965,7/26/1993,1/1/9999
213140,Tru,Danecki,1/10/1965,3/31/1997,1/1/9999
213384,Pranas,Narwekar,1/4/1965,9/26/1985,1/1/9999
213447,Armond,Perly,2/1/1965,9/14/1989,1/1/9999
214215,Xiaoqiang,Cardazo,1/25/1965,5/28/1993,1/1/9999
214391,Rayond,Klassen,1/15/1965,9/11/1993,1/1/9999
214427,Peer,Molberg,1/29/1965,11/17/1996,1/1/9999
214539,Ingmar,Kohling,1/27/1965,4/25/1995,1/1/9999
214634,Shirish,Vickson,1/12/1965,10/24/1989,1/1/9999
214789,Arfst,Chepyzhov,1/28/1965,2/6/1989,1/1/9999
214866,Gopalakrishnan,Angel,2/1/1965,7/5/1997,1/1/9999
214995,Dinkar,Hoppenstand,1/12/1965,5/4/1994,1/1/9999
215419,Flemming,Kroha,1/16/1965,1/23/1995,1/1/9999
215629,Munehiro,Manders,1/15/1965,5/18/1987,1/1/9999
215746,Sven,Speer,1/8/1965,7/8/1999,1/1/9999
215843,Pramod,Loncour,1/30/1965,3/31/1987,1/1/9999
216054,Sahrah,Angiulli,1/24/1965,7/31/1986,1/1/9999
216342,Aiichiro,Cromarty,1/22/1965,6/10/1995,1/1/9999
216375,Byong,Gustavson,1/16/1965,3/12/1985,1/1/9999
216502,Xiaocheng,Suermann,1/26/1965,12/15/1997,1/1/9999
216573,Ashish,Vidya,1/29/1965,6/16/1989,1/1/9999
216921,Lena,Lenart,1/22/1965,12/25/1990,1/1/9999
217026,Otmar,Engberts,1/11/1965,8/16/1993,1/1/9999
217080,Masami,Puoti,1/12/1965,1/21/2000,1/1/9999
217272,Yuchang,Eldridge,1/21/1965,8/1/1986,1/1/9999
217286,Yannik,Spelt,1/5/1965,9/22/1992,1/1/9999
217320,Abdelwaheb,Denis,1/10/1965,9/10/1993,1/1/9999
217363,Horward,Marzano,1/14/1965,4/11/1996,1/1/9999
217387,Jianhao,Molenaar,1/21/1965,10/22/1987,1/1/9999
217551,Panayotis,Lukaszewicz,1/2/1965,6/6/1989,1/1/9999
217800,Shay,Servieres,2/1/1965,8/6/1998,1/1/9999
218022,Mokhtar,Poupard,1/26/1965,2/2/1992,1/1/9999
218100,Jiong,Garnham,1/24/1965,1/2/1990,1/1/9999
218831,Unal,DuBourdieux,1/16/1965,3/13/1996,1/1/9999
219035,Kristine,Bierman,1/18/1965,5/13/1988,1/1/9999
219047,Aemilian,Kusalik,1/30/1965,5/27/1987,1/1/9999
219052,Marsal,Acton,1/6/1965,8/2/1995,1/1/9999
219417,Subhrajyoti,Denna,1/29/1965,7/25/1996,1/1/9999
219497,Moie,Zastre,1/22/1965,10/11/1991,1/1/9999
219967,Susanna,Reeken,1/16/1965,3/16/1998,1/1/9999
220029,Demos,Asser,1/17/1965,11/4/1985,1/1/9999
220131,Reinhard,Slaats,1/9/1965,6/8/1994,1/1/9999
220418,Poorav,Laventhal,1/23/1965,8/16/1997,1/1/9999
220528,Sibyl,Rabehasaina,1/6/1965,2/23/1998,1/1/9999
220582,Poornachandra,Zielinski,1/8/1965,2/13/1996,1/1/9999
220611,Yuping,Babb,1/23/1965,1/31/1995,1/1/9999
220625,Shigenori,Deville,1/25/1965,12/24/1992,1/1/9999
220699,Nahid,Gyimothy,1/7/1965,8/18/1995,1/1/9999
220799,Perla,Orlowska,1/17/1965,10/13/1998,1/1/9999
221126,Tesuya,dAstous,1/23/1965,11/29/1988,1/1/9999
221367,Saddek,Farris,1/13/1965,11/6/1990,1/1/9999
221369,Abdulah,Pocchiola,1/28/1965,8/28/1996,1/1/9999
221435,Djenana,Marrevee,1/6/1965,2/6/1994,1/1/9999
221973,Sangeeta,Kalefeld,1/17/1965,6/6/1990,1/1/9999
222206,Stein,Uludag,1/21/1965,1/30/1988,1/1/9999
222311,Miyeon,Billingsley,1/20/1965,12/5/1992,1/1/9999
222319,Matt,Chvatal,1/20/1965,11/9/1994,1/1/9999
222354,Valdiodio,Schlumberger,1/15/1965,8/7/1993,1/1/9999
222616,Badri,Schapire,2/1/1965,1/19/1998,1/1/9999
222770,Kazuhiko,Kushner,1/22/1965,8/1/1995,1/1/9999
222878,Annemarie,Zallocco,1/10/1965,12/1/1996,1/1/9999
222926,Limsoon,Erol,1/10/1965,12/31/1997,1/1/9999
222952,Gopalakrishnan,Suermann,1/28/1965,4/30/1991,1/1/9999
222998,Leaf,Awdeh,1/7/1965,10/2/1992,1/1/9999
223593,Hidefumi,Moehrke,1/20/1965,3/4/1998,1/1/9999
223595,Chiranjit,Dredge,2/1/1965,9/5/1999,1/1/9999
224135,Annemarie,Bressoud,1/2/1965,6/23/1998,1/1/9999
224335,Perry,Chachaty,1/29/1965,7/22/1985,1/1/9999
224390,TRUE,Shobatake,1/24/1965,5/17/1996,1/1/9999
224934,George,Miake,1/5/1965,1/2/1988,1/1/9999
225438,Remmert,Quaggetto,1/14/1965,4/28/1992,1/1/9999
225601,Masasuke,Genin,1/13/1965,6/25/1994,1/1/9999
225788,Ipke,Kieras,1/8/1965,12/18/1995,1/1/9999
225867,Ramalingam,Remmele,1/26/1965,9/3/1999,1/1/9999
225964,Mooi,Cooman,1/19/1965,6/7/1989,1/1/9999
226216,Giordano,Gini,1/28/1965,8/14/1993,1/1/9999
226227,Herbert,Erva,1/7/1965,9/6/1986,1/1/9999
227354,Gio,Murtha,1/12/1965,11/11/1986,1/1/9999
227476,Macha,Schnabel,1/11/1965,5/11/1988,1/1/9999
227681,Mikhail,Rousseau,1/30/1965,11/30/1998,1/1/9999
227899,Garnik,Luce,1/23/1965,9/15/1998,1/1/9999
227901,Francesca,Azuma,1/26/1965,6/8/1996,1/1/9999
228098,IEEE,Kroll,1/18/1965,2/17/1998,1/1/9999
228248,Yuriy,Plump,1/9/1965,9/8/1988,1/1/9999
228554,Bilhanan,Brendel,1/3/1965,12/23/1990,1/1/9999
228766,Nahla,Smailagic,1/11/1965,2/12/1993,1/1/9999
229098,Berry,Yurek,1/8/1965,8/16/1995,1/1/9999
229220,Fabrizio,Lichtman,1/21/1965,2/9/1987,1/1/9999
229248,Harjit,Terekhov,1/27/1965,10/19/1995,1/1/9999
229386,Pohua,Tasistro,1/3/1965,11/4/1994,1/1/9999
229391,Paloma,Henseler,1/15/1965,6/11/1991,1/1/9999
229404,Gilbert,Kilgour,1/11/1965,4/5/1996,1/1/9999
229547,Moni,Schach,1/3/1965,7/4/1986,1/1/9999
229727,Ewing,Millington,1/23/1965,9/28/1999,1/1/9999
229981,Jamaludin,Fordan,1/19/1965,2/6/1992,1/1/9999
230002,Tadahiro,Backhouse,1/7/1965,10/2/1991,1/1/9999
230126,Bezalel,Radivojevic,1/31/1965,7/2/1988,1/1/9999
230287,Renny,Alameldin,1/14/1965,9/28/1997,1/1/9999
230354,Yinghua,Lorho,1/31/1965,8/9/1991,1/1/9999
230498,Kolar,Puppo,1/15/1965,4/25/1990,1/1/9999
230579,Shahar,Negoita,1/17/1965,3/19/1994,1/1/9999
230689,Dietrich,Crabtree,1/14/1965,5/24/1986,1/1/9999
230865,Takushi,Brattka,1/2/1965,6/3/1999,1/1/9999
231069,Trygve,Siksek,1/22/1965,11/9/1995,1/1/9999
231459,Nectarios,Pramanik,1/28/1965,11/18/1999,1/1/9999
231671,Chandrasekaran,Pearson,1/7/1965,4/14/1995,1/1/9999
231798,Goetz,Alvarado,1/28/1965,12/25/1988,1/1/9999
232178,Etsuo,Anandan,1/29/1965,12/13/1989,1/1/9999
232209,Nitsan,Rouquie,1/11/1965,8/1/1988,1/1/9999
232697,Barry,Ramsak,1/23/1965,9/7/1990,1/1/9999
232723,Tesuya,Bugrara,1/14/1965,2/13/1993,1/1/9999
233114,Alselm,Gargeya,1/20/1965,12/25/1987,1/1/9999
233394,Khalid,Lenart,1/6/1965,12/24/1995,1/1/9999
233397,Fay,Sundgren,1/16/1965,7/7/1990,1/1/9999
233426,Etsuo,Usery,1/12/1965,3/2/1995,1/1/9999
233690,Cedric,Riefers,1/17/1965,9/8/1994,1/1/9999
233759,Zissis,Lodder,1/14/1965,5/27/2000,1/1/9999
233765,Kotesh,Chachaty,1/20/1965,3/25/1991,1/1/9999
233785,Baziley,Ballarin,1/30/1965,7/28/1987,1/1/9999
233818,Kellie,Heydon,1/1/1965,11/11/1985,1/1/9999
234195,Luerbio,Terkki,1/7/1965,5/14/1991,1/1/9999
234739,Foong,Aamodt,1/31/1965,6/28/1986,1/1/9999
235017,Irena,Dratva,1/17/1965,9/7/1991,1/1/9999
235096,Sverrir,Gyimothy,1/21/1965,7/30/1995,1/1/9999
235325,Gro,Prochazka,1/6/1965,10/16/1992,1/1/9999
235368,Anneli,Joslin,1/9/1965,4/12/1987,1/1/9999
235458,Gio,Heuser,1/5/1965,6/28/1992,1/1/9999
235729,Henk,Anger,2/1/1965,1/19/1993,1/1/9999
235780,Sampalli,Bergere,1/17/1965,4/8/1994,1/1/9999
235793,Jayesh,Spinelli,1/3/1965,1/16/1999,1/1/9999
236315,IEEE,Raczkowsky,1/31/1965,7/24/1996,1/1/9999
236566,Yechezkel,Maginnis,1/17/1965,12/11/1992,1/1/9999
236591,Insup,Reinhard,1/11/1965,4/8/1985,1/1/9999
236827,Almudena,Rijckaert,1/28/1965,2/16/1994,1/1/9999
236883,Huan,Olivero,1/27/1965,11/19/1999,1/1/9999
236964,Adel,Foote,1/17/1965,3/20/2000,1/1/9999
238112,Miomir,Frezza,1/12/1965,5/25/1991,1/1/9999
238252,Uno,Suppi,1/9/1965,12/27/1996,1/1/9999
238422,Vishv,Angelov,1/10/1965,3/8/1988,1/1/9999
238949,Minghong,Cronin,1/9/1965,10/4/1987,1/1/9999
239067,Tadahiko,Pocchiola,1/11/1965,4/2/1996,1/1/9999
239244,Abdulla,Kitai,1/13/1965,2/20/1987,1/1/9999
239415,Susumu,Brender,1/1/1965,4/17/1993,1/1/9999
239426,Vesna,Fairtlough,1/8/1965,5/7/2002,1/1/9999
239664,Sugwoo,Michaels,1/4/1965,8/2/1992,1/1/9999
239706,Arunas,Bugrara,1/15/1965,4/3/1997,1/1/9999
239748,Bilhanan,Dusink,1/23/1965,6/4/1988,1/1/9999
239803,Oscal,Ernst,1/30/1965,5/19/1992,1/1/9999
240132,Mizuhito,Kobara,2/1/1965,8/9/1996,1/1/9999
240236,TRUE,Tischendorf,1/24/1965,1/19/1986,1/1/9999
240285,Kolar,Greenaway,1/23/1965,11/14/1998,1/1/9999
240340,Mack,Staylopatis,1/14/1965,4/2/1985,1/1/9999
240438,Temple,Cyre,1/2/1965,9/30/1992,1/1/9999
240870,Francesca,Chorvat,1/6/1965,3/17/1992,1/1/9999
241100,Cedric,Molenaar,1/23/1965,10/6/1990,1/1/9999
241254,Jagoda,Anguita,1/15/1965,5/11/1993,1/1/9999
241292,Uri,Lampe,1/29/1965,12/11/2001,1/1/9999
241567,Emran,Miara,1/18/1965,5/2/1989,1/1/9999
241667,Atilio,Olivero,1/28/1965,9/4/1985,1/1/9999
241728,Limsoon,Boudaillier,1/30/1965,8/8/1999,1/1/9999
241872,Bluma,Fetvedt,1/11/1965,11/14/2001,1/1/9999
242019,Herb,Murrill,1/9/1965,10/28/2001,1/1/9999
242081,Tomokazu,Pargas,1/12/1965,11/15/1996,1/1/9999
242104,Richara,Sudkamp,1/5/1965,9/5/1989,1/1/9999
242500,Bingning,Iisaku,1/8/1965,6/26/1989,1/1/9999
242800,Kazuyasu,Levergood,1/11/1965,2/10/1996,1/1/9999
243018,Bowen,Deverell,1/2/1965,12/27/1998,1/1/9999
243077,Kazunori,Perz,2/1/1965,2/25/1999,1/1/9999
243576,Abdulah,Lodder,1/4/1965,11/10/1996,1/1/9999
243637,Marjo,Delgrange,1/16/1965,6/24/1990,1/1/9999
243898,Arch,Basawa,1/9/1965,5/10/1998,1/1/9999
244308,Mokhtar,Rebaine,1/10/1965,7/23/1991,1/1/9999
244605,Masoud,Suwa,1/22/1965,10/10/1998,1/1/9999
244624,Boaz,Seuren,1/31/1965,3/27/1987,1/1/9999
244711,Rosli,Butner,1/25/1965,3/20/1991,1/1/9999
244714,Poorav,Clouatre,1/27/1965,5/6/1996,1/1/9999
244820,Shigenori,Hertweck,1/15/1965,4/13/1987,1/1/9999
244873,Arunachalam,Oppitz,1/4/1965,5/20/1986,1/1/9999
245164,Filipp,Winter,1/23/1965,10/24/1996,1/1/9999
245396,Gift,Bottner,1/31/1965,3/4/1995,1/1/9999
245664,Manohar,Kilgore,1/18/1965,11/17/1998,1/1/9999
246146,Zhongwei,Melski,1/30/1965,9/4/1987,1/1/9999
246244,George,Casperson,1/9/1965,1/20/2000,1/1/9999
246364,Alper,Tiemann,1/6/1965,10/29/1998,1/1/9999
246764,Shuzo,Czaja,1/4/1965,11/29/1997,1/1/9999
246798,Tianruo,Strooper,1/9/1965,12/7/2001,1/1/9999
246902,Shih,Shanbhogue,1/27/1965,4/19/1998,1/1/9999
247089,Seongbae,Schahn,1/17/1965,12/10/1992,1/1/9999
247122,Xiaobin,Narlikar,1/23/1965,2/14/1992,1/1/9999
247447,Tzu,Bakhtari,1/28/1965,3/18/1994,1/1/9999
247456,Masako,Bahk,1/16/1965,7/31/1997,1/1/9999
247612,Chiranjit,Constantine,1/4/1965,5/25/1997,1/1/9999
247875,Xiong,Anick,1/2/1965,4/23/1991,1/1/9999
247888,Abdelghani,Lagarias,1/15/1965,9/6/1985,1/1/9999
248256,Sajjan,Falby,1/5/1965,8/29/1996,1/1/9999
248351,Jaana,Milicia,2/1/1965,6/2/1985,1/1/9999
248758,Snehasis,Muhlberg,2/1/1965,12/25/1994,1/1/9999
248953,Percy,Sudbeck,1/29/1965,8/29/1996,1/1/9999
249239,Hideyuki,Decleir,1/21/1965,5/4/1994,1/1/9999
249325,Ute,Pokrovskii,1/26/1965,6/9/1997,1/1/9999
249433,Ayonca,Matzov,1/16/1965,6/3/1988,1/1/9999
249504,Dmitry,Velardi,1/7/1965,10/20/1995,1/1/9999
249780,Nechama,Gaughan,1/12/1965,7/9/1993,1/1/9999
249799,Jolita,Neimat,1/4/1965,12/27/1993,1/1/9999
249866,Steen,Gubsky,1/15/1965,1/14/1989,1/1/9999
249969,Georgi,Luiz,1/21/1965,6/10/1991,1/1/9999
250411,Ranga,Sommen,1/27/1965,1/20/1989,1/1/9999
250452,Alexius,Plavsic,1/14/1965,1/17/2000,1/1/9999
250748,Kish,Turnbull,1/27/1965,2/10/1987,1/1/9999
251166,Hinrich,Hooghiemstra,1/22/1965,10/5/1985,1/1/9999
251233,Yucel,Bernini,1/7/1965,2/19/1993,1/1/9999
251301,Pintsang,Impagliazzo,1/30/1965,5/6/1989,1/1/9999
251341,Divier,Kumaresan,1/11/1965,12/5/1992,1/1/9999
251403,Utpal,DuBourdieux,1/1/1965,11/19/1997,1/1/9999
251437,Shichao,Iwayama,1/20/1965,10/17/1989,1/1/9999
251645,Bezalel,Tsunoo,1/6/1965,6/17/1992,1/1/9999
251680,Moty,Sommen,1/5/1965,8/14/1990,1/1/9999
251814,Mitsuyuki,Zockler,1/1/1965,9/14/1998,1/1/9999
252185,Chaosheng,Conta,1/1/1965,4/14/1997,1/1/9999
252316,Gill,Niizuma,1/7/1965,10/8/1994,1/1/9999
252392,Sanjeeva,Peron,1/1/1965,12/26/1993,1/1/9999
253029,Thodoros,Thimonier,1/13/1965,4/5/1995,1/1/9999
253707,Insup,Hainaut,1/5/1965,2/11/1998,1/1/9999
253838,Stafford,Terlouw,1/28/1965,2/21/1999,1/1/9999
253893,Huiqun,Trystram,1/4/1965,5/10/1993,1/1/9999
254044,Gunilla,Brendel,1/16/1965,4/10/1992,1/1/9999
254399,Armond,Lores,1/24/1965,9/16/1999,1/1/9999
254821,Tonny,Couchot,1/24/1965,12/12/1994,1/1/9999
255466,Huan,Roccetti,1/18/1965,7/3/1985,1/1/9999
255657,Oldrich,Cyre,1/20/1965,2/10/1985,1/1/9999
255779,Heejo,Merle,1/31/1965,9/4/1997,1/1/9999
256216,Halsur,Brodal,1/1/1965,11/22/1997,1/1/9999
256856,Hongzue,Barbanera,1/3/1965,6/17/1987,1/1/9999
256881,Ioana,Jakobus,1/3/1965,8/10/1990,1/1/9999
256888,Heather,Pehl,1/3/1965,9/15/1993,1/1/9999
257062,Stabislas,Pardalos,1/24/1965,6/21/1989,1/1/9999
257378,Pascal,Bernatsky,1/6/1965,9/3/1988,1/1/9999
